student_id,dorm_id,dorm_rating,landlord_rating,final_rating,dorm_tags,landlord_tags,relevance_label
S0043,D060,4.2,3.3,3.8,None,Landlord Behavior,1
S0043,D006,4.4,3.7,4.1,None,None,1
S0043,D001,3.5,2.5,3.1,None,"Dishonest, Neglecting complaints",0
S0044,D049,3.8,4.3,4.0,None,None,1
S0044,D005,4.1,3.7,3.9,None,None,1
S0044,D063,3.9,3.6,3.8,None,None,1
S0044,D075,4.3,4.7,4.5,None,None,1
S0044,D053,2.2,1.5,1.9,"Cleanliness, Location, Wi-Fi",Landlord Behavior,0
S0044,D016,3.5,3.3,3.4,None,"Neglecting complaints, Communication difficulties",0
S0044,D011,3.8,3.8,3.8,None,None,1
S0045,D016,3.3,4.2,3.7,"Cleanliness, Location, Wi-Fi",None,1
S0045,D024,4.2,5.0,4.5,None,None,1
S0045,D006,4.6,4.4,4.5,None,None,1
S0045,D034,1.6,1.4,1.5,"Location, Security, Cleanliness","Biased, Communication difficulties",0
S0045,D022,2.4,2.2,2.3,"Wi-Fi, Cleanliness","Biased, Dishonest",0
S0045,D014,3.8,3.0,3.5,None,"Neglecting complaints, Communication difficulties",1
S0045,D036,3.7,3.3,3.5,None,Landlord Behavior,1
S0045,D007,3.3,2.3,2.9,"Wi-Fi, Location",Landlord Behavior,0
S0046,D053,2.2,3.2,2.6,"Cleanliness, Location, Amenities, Wi-Fi",Landlord Behavior,0
S0046,D013,3.0,3.9,3.4,Noise,None,0
S0046,D029,4.1,5.0,4.5,None,None,1
S0046,D006,3.8,3.4,3.6,None,"Communication difficulties, Dishonest",1
S0047,D025,5.0,4.7,4.9,None,None,1
S0047,D039,3.6,3.6,3.6,None,None,1
S0047,D012,2.8,3.4,3.0,Location,"Biased, Landlord Behavior",0
S0047,D014,2.4,1.7,2.1,"Cleanliness, Security",Dishonest,0
S0047,D007,4.3,4.6,4.4,None,None,1
S0047,D001,4.9,4.2,4.6,None,None,1
S0047,D052,3.7,3.7,3.7,None,None,1
S0047,D020,2.4,2.7,2.5,"Amenities, Wi-Fi","Communication difficulties, Neglecting complaints",0
S0048,D002,5.0,4.9,5.0,None,None,1
S0048,D044,5.0,5.0,5.0,None,None,1
S0048,D048,2.1,1.5,1.9,"Location, Cleanliness, Wi-Fi","Landlord Behavior, Neglecting complaints",0
S0048,D038,4.2,4.9,4.5,None,None,1
S0048,D058,3.8,4.7,4.2,None,None,1
S0048,D035,5.0,4.2,4.7,None,None,1
S0048,D010,4.0,3.6,3.8,None,None,1
S0049,D045,2.9,2.5,2.7,"Noise, Cleanliness",Dishonest,0
S0049,D053,4.4,4.3,4.4,None,None,1
S0049,D034,2.7,3.7,3.1,"Security, Wi-Fi",None,0
S0049,D068,5.0,5.0,5.0,None,None,1
S0049,D032,2.8,2.5,2.7,"Amenities, Security, Wi-Fi",Biased,0
S0050,D003,2.2,2.4,2.3,"Noise, Cleanliness","Neglecting complaints, Biased",0
S0050,D051,1.6,2.4,1.9,"Cleanliness, Location, Security, Wi-Fi",Neglecting complaints,0
S0050,D033,2.1,2.8,2.4,"Amenities, Wi-Fi","Landlord Behavior, Dishonest",0
S0050,D042,2.3,2.2,2.3,Noise,"Biased, Neglecting complaints",0
S0051,D038,4.2,4.7,4.4,None,None,1
S0051,D018,5.0,5.0,5.0,None,None,1
S0052,D066,2.0,1.8,1.9,Noise,"Neglecting complaints, Biased",0
S0052,D033,3.4,3.9,3.6,Noise,None,1
S0052,D026,3.5,3.6,3.5,None,None,1
S0052,D059,4.1,3.4,3.8,None,Communication difficulties,1
S0052,D072,4.8,5.0,4.9,None,None,1
S0052,D041,2.6,1.7,2.2,"Amenities, Security",Landlord Behavior,0
S0052,D070,4.6,3.6,4.2,None,None,1
S0052,D019,5.0,4.8,4.9,None,None,1
S0052,D023,3.9,3.3,3.7,None,Landlord Behavior,1
S0052,D071,2.7,1.9,2.4,"Amenities, Security, Wi-Fi","Dishonest, Landlord Behavior",0
S0053,D072,3.6,3.5,3.6,None,None,1
S0053,D055,4.7,4.3,4.5,None,None,1
S0053,D071,3.7,4.6,4.1,None,None,1
S0054,D020,4.2,4.6,4.4,None,None,1
S0054,D060,3.5,3.9,3.7,None,None,1
S0054,D075,1.5,1.9,1.7,"Cleanliness, Location, Wi-Fi",Landlord Behavior,0
S0054,D001,4.4,4.6,4.5,None,None,1
S0054,D068,3.4,3.7,3.5,"Security, Noise, Cleanliness",None,1
S0054,D024,3.7,3.6,3.7,None,None,1
S0055,D023,2.9,2.5,2.7,"Amenities, Noise, Cleanliness","Dishonest, Biased",0
S0055,D063,2.3,2.5,2.4,Wi-Fi,Biased,0
S0055,D068,4.2,4.7,4.4,None,None,1
S0055,D053,3.3,2.7,3.1,Wi-Fi,Communication difficulties,0
S0056,D031,3.7,4.5,4.0,None,None,1
S0056,D011,3.4,4.1,3.7,"Amenities, Security, Location",None,1
S0056,D014,3.7,3.4,3.6,None,"Neglecting complaints, Communication difficulties",1
S0056,D069,2.2,1.6,2.0,"Noise, Wi-Fi",Neglecting complaints,0
S0057,D026,2.6,3.3,2.9,"Security, Amenities, Noise",Landlord Behavior,0
S0057,D070,3.1,2.3,2.8,"Cleanliness, Location, Amenities",Biased,0
S0057,D018,4.0,4.2,4.1,None,None,1
S0057,D056,4.2,4.5,4.3,None,None,1
S0057,D003,2.2,2.8,2.4,"Noise, Amenities, Wi-Fi",Biased,0
S0058,D021,3.7,3.1,3.5,None,"Landlord Behavior, Communication difficulties",1
S0058,D059,4.7,5.0,4.8,None,None,1
S0058,D037,1.9,2.5,2.1,"Security, Amenities, Cleanliness","Dishonest, Communication difficulties",0
S0058,D009,3.2,3.5,3.3,"Amenities, Wi-Fi",None,0
S0058,D044,2.9,3.7,3.2,Cleanliness,None,0
S0058,D042,3.7,4.3,3.9,None,None,1
S0058,D011,3.3,3.3,3.3,"Location, Noise, Security",Neglecting complaints,0
S0058,D026,4.7,4.2,4.5,None,None,1
S0059,D075,3.7,4.0,3.8,None,None,1
S0059,D044,4.1,4.7,4.3,None,None,1
S0059,D048,4.9,4.2,4.6,None,None,1
S0059,D036,4.3,5.0,4.6,None,None,1
S0059,D021,3.9,4.7,4.2,None,None,1
S0059,D037,4.8,4.7,4.8,None,None,1
S0059,D058,3.0,3.6,3.2,"Cleanliness, Location, Amenities",None,0
S0059,D067,4.1,4.4,4.2,None,None,1
S0060,D014,4.3,3.6,4.0,None,None,1
S0060,D074,3.6,2.8,3.3,None,Biased,0
S0061,D020,2.7,2.9,2.8,Location,Neglecting complaints,0
S0061,D054,1.9,2.4,2.1,Amenities,"Dishonest, Neglecting complaints",0
S0062,D034,4.2,3.8,4.0,None,None,1
S0062,D031,4.4,3.9,4.2,None,None,1
S0062,D010,3.5,4.1,3.7,None,None,1
S0062,D019,4.3,4.6,4.4,None,None,1
S0062,D043,3.8,4.7,4.2,None,None,1
S0062,D070,4.1,4.4,4.2,None,None,1
S0062,D065,4.7,3.9,4.4,None,None,1
S0062,D011,3.4,3.6,3.5,Wi-Fi,None,1
S0062,D018,4.0,4.8,4.3,None,None,1
S0062,D041,3.6,3.6,3.6,None,None,1
S0062,D002,3.9,4.6,4.2,None,None,1
S0063,D004,2.6,3.2,2.8,"Cleanliness, Amenities",Dishonest,0
S0063,D025,4.2,4.0,4.1,None,None,1
S0063,D063,2.8,3.6,3.1,Wi-Fi,None,0
S0063,D020,3.8,4.6,4.1,None,None,1
S0063,D054,4.6,4.9,4.7,None,None,1
S0064,D025,3.4,3.1,3.3,"Amenities, Location",Dishonest,0
S0065,D063,5.0,5.0,5.0,None,None,1
S0065,D027,1.7,1.0,1.4,"Location, Wi-Fi",Dishonest,0
S0065,D047,3.6,2.8,3.3,None,Landlord Behavior,0
S0065,D033,4.0,3.4,3.8,None,Communication difficulties,1
S0066,D036,3.8,4.7,4.2,None,None,1
S0066,D034,1.8,1.9,1.8,"Amenities, Security","Neglecting complaints, Biased",0
S0066,D001,5.0,4.5,4.8,None,None,1
S0066,D028,1.9,2.6,2.2,"Noise, Amenities, Cleanliness","Dishonest, Neglecting complaints",0
S0067,D068,3.0,3.8,3.3,"Location, Noise",None,0
S0067,D024,4.0,4.2,4.1,None,None,1
S0067,D033,4.2,4.1,4.2,None,None,1
S0067,D046,3.1,2.8,3.0,"Cleanliness, Amenities, Wi-Fi",Neglecting complaints,0
S0067,D052,4.0,3.8,3.9,None,None,1
S0067,D075,3.5,4.3,3.8,None,None,1
S0067,D047,3.5,3.6,3.5,None,None,1
S0067,D034,3.7,2.9,3.4,None,"Biased, Dishonest",0
S0067,D053,2.1,1.2,1.7,"Noise, Security, Wi-Fi","Landlord Behavior, Neglecting complaints",0
S0067,D028,2.8,1.8,2.4,"Wi-Fi, Amenities","Dishonest, Landlord Behavior",0
S0068,D073,4.8,4.2,4.6,None,None,1
S0068,D065,4.3,4.4,4.3,None,None,1
S0068,D002,4.8,5.0,4.9,None,None,1
S0068,D043,4.1,4.4,4.2,None,None,1
S0068,D026,5.0,5.0,5.0,None,None,1
S0069,D014,2.4,2.0,2.2,"Wi-Fi, Security",Biased,0
S0069,D037,2.9,3.9,3.3,"Cleanliness, Security",None,0
S0069,D072,2.5,2.7,2.6,"Amenities, Wi-Fi, Cleanliness","Landlord Behavior, Neglecting complaints",0
S0069,D058,4.3,3.9,4.1,None,None,1
S0069,D066,3.0,2.8,2.9,"Location, Cleanliness, Noise",Landlord Behavior,0
S0069,D056,4.5,5.0,4.7,None,None,1
S0070,D023,3.2,2.7,3.0,"Amenities, Cleanliness","Biased, Landlord Behavior",0
S0070,D040,2.3,2.7,2.5,"Amenities, Cleanliness","Neglecting complaints, Landlord Behavior",0
S0070,D011,3.3,2.4,2.9,Wi-Fi,Communication difficulties,0
S0070,D049,4.6,5.0,4.8,None,None,1
S0071,D025,4.5,3.9,4.3,None,None,1
S0071,D060,5.0,4.7,4.9,None,None,1
S0071,D020,3.3,4.3,3.7,"Cleanliness, Noise, Security",None,1
S0072,D073,3.3,2.9,3.1,"Noise, Location","Communication difficulties, Dishonest",0
S0072,D057,5.0,5.0,5.0,None,None,1
S0072,D051,3.1,2.7,2.9,"Location, Wi-Fi","Biased, Landlord Behavior",0
S0073,D014,2.4,2.6,2.5,"Amenities, Noise, Location","Dishonest, Landlord Behavior",0
S0073,D072,2.6,2.2,2.4,Noise,Dishonest,0
S0073,D042,2.8,2.0,2.5,"Cleanliness, Wi-Fi",Dishonest,0
S0073,D067,5.0,4.8,4.9,None,None,1
S0073,D033,2.6,2.3,2.5,"Location, Security, Noise","Biased, Dishonest",0
S0073,D056,5.0,4.2,4.7,None,None,1
S0073,D045,2.4,3.2,2.7,"Amenities, Location",Biased,0
S0074,D029,3.6,3.4,3.5,None,"Neglecting complaints, Landlord Behavior",1
S0074,D075,2.4,3.2,2.7,"Cleanliness, Wi-Fi, Security","Dishonest, Communication difficulties",0
S0074,D039,1.9,2.2,2.0,"Noise, Security, Wi-Fi",Neglecting complaints,0
S0075,D065,2.9,2.3,2.7,"Location, Amenities","Landlord Behavior, Biased",0
S0075,D050,3.8,3.0,3.5,None,"Biased, Dishonest",1
S0076,D058,3.1,2.5,2.9,"Location, Security","Neglecting complaints, Biased",0
S0077,D057,3.1,3.4,3.2,Wi-Fi,Landlord Behavior,0
S0077,D034,2.3,2.5,2.4,Cleanliness,Communication difficulties,0
S0077,D033,1.6,1.8,1.7,"Amenities, Security, Location",Dishonest,0
S0078,D023,5.0,5.0,5.0,None,None,1
S0078,D006,4.4,3.7,4.1,None,None,1
S0078,D013,3.5,3.8,3.6,None,None,1
S0078,D025,4.6,4.2,4.4,None,None,1
S0078,D028,3.3,2.7,3.1,"Location, Amenities, Noise",Dishonest,0
S0078,D038,4.0,3.1,3.6,None,Communication difficulties,1
S0078,D014,4.4,3.7,4.1,None,None,1
S0078,D008,3.0,2.9,3.0,"Cleanliness, Wi-Fi","Landlord Behavior, Dishonest",0
S0079,D053,2.9,1.9,2.5,"Amenities, Location, Wi-Fi",Biased,0
S0079,D036,4.8,4.7,4.8,None,None,1
S0079,D017,4.0,3.0,3.6,None,"Dishonest, Neglecting complaints",1
