student_id,dorm_id,dorm_rating,landlord_rating,final_rating,dorm_tags,landlord_tags,relevance_label
S0007,D043,4.4,4.2,5.0,,,1
S0007,D021,4.1,5.0,3.671248389712492,,,1
S0007,D026,4.5,3.7,3.0665991456832744,,,1
S0007,D072,4.6,5.0,4.059854381221807,,,1
S0007,D051,3.9,3.4,3.1241366718913364,,"Neglecting complaints, Biased",1
S0007,D059,4.4,4.7,3.871120278089351,,,1
S0007,D042,3.9,4.2,4.628045838957773,,,1
S0008,D058,3.3,3.0,3.8519026935122946,Security,"Biased, Dishonest",0
S0008,D032,2.3,2.1,1.56117282735059,"Cleanliness, Noise, Amenities, Wi-Fi","Landlord Behavior, Biased",0
S0008,D056,4.8,4.2,5.0,,,1
S0008,D018,4.2,4.2,3.518119915600855,,,1
S0008,D002,3.1,3.8,4.245667283323863,"Cleanliness, Wi-Fi, Amenities",,0
S0008,D042,2.9,2.5,1.3032115900939885,"Location, Amenities, Wi-Fi","Landlord Behavior, Biased",0
S0008,D026,3.4,2.9,4.173961640262872,Wi-Fi,Landlord Behavior,0
S0009,D024,3.5,2.6,1.932442261478973,,"Biased, Communication difficulties",0
S0009,D030,3.5,3.0,3.9723198712016297,,"Landlord Behavior, Dishonest",0
S0010,D015,3.8,3.8,4.492289018808671,,,1
S0010,D012,3.8,3.5,3.1591313837335213,,,1
S0010,D075,3.8,4.0,4.568935063072164,,,1
S0010,D007,3.9,3.0,2.7214096609680416,,"Biased, Neglecting complaints",1
S0010,D054,3.9,4.5,3.422989515723253,,,1
S0010,D008,4.2,4.1,4.788702533757056,,,1
S0010,D068,3.2,2.7,2.3793641288993994,"Cleanliness, Security",Communication difficulties,0
S0010,D038,4.1,5.0,3.5392212319672742,,,1
S0010,D004,3.9,3.1,4.306333718405792,,"Dishonest, Communication difficulties",1
S0011,D072,2.6,1.6,1.3357301389519247,Location,Biased,0
S0011,D031,5.0,4.6,3.796582729145143,,,1
S0011,D037,1.8,2.2,3.1903948286293655,Location,Landlord Behavior,0
S0011,D048,1.8,1.9,2.339312139841099,"Noise, Wi-Fi","Dishonest, Biased",0
S0011,D035,2.1,1.4,1.0,"Wi-Fi, Cleanliness","Communication difficulties, Landlord Behavior",0
S0012,D065,3.5,3.9,4.8279003894909085,,,1
S0012,D067,3.8,4.5,3.5182409680511277,,,1
S0012,D037,2.4,2.8,3.973578624106777,"Cleanliness, Noise",Dishonest,0
S0012,D055,4.9,5.0,3.479127599468187,,,1
S0012,D011,3.9,4.4,3.538922040145136,,,1
S0012,D050,5.0,5.0,4.223122351852796,,,1
S0013,D023,3.2,2.8,1.6937987202069387,"Wi-Fi, Cleanliness, Amenities","Biased, Neglecting complaints",0
S0013,D054,3.5,4.0,2.451740309616342,,,1
S0013,D068,3.3,3.4,3.984521019356377,"Noise, Wi-Fi","Landlord Behavior, Dishonest",0
S0013,D007,3.2,3.8,4.10934932333671,"Security, Wi-Fi",,0
S0013,D061,3.2,3.5,4.170472102791382,"Wi-Fi, Amenities, Location",,0
S0013,D049,3.2,2.5,1.9154770148089786,Security,Landlord Behavior,0
S0013,D016,3.5,4.2,4.918254771530296,,,1
S0013,D047,3.0,3.6,4.0689136395697725,Amenities,,0
S0014,D027,2.6,1.9,3.262534716133148,"Cleanliness, Wi-Fi","Biased, Dishonest",0
S0014,D060,4.4,3.6,2.8525290618662433,,,1
S0014,D028,3.2,2.9,2.563316797109402,"Wi-Fi, Amenities",Landlord Behavior,0
S0014,D036,3.6,3.4,2.7475630556559794,,"Neglecting complaints, Dishonest",1
S0014,D046,4.0,3.8,2.6866504141154475,,,1
S0014,D032,2.8,3.4,4.3952068376871996,"Cleanliness, Amenities, Location, Wi-Fi","Biased, Communication difficulties",0
S0015,D075,4.0,3.2,2.688322557884334,,"Neglecting complaints, Dishonest",1
S0015,D044,3.3,3.4,4.332113485265316,"Amenities, Noise, Cleanliness",Biased,0
S0015,D003,4.2,4.5,3.6928279886602238,,,1
S0016,D004,3.2,2.5,1.9525876331765453,"Cleanliness, Location",Biased,0
S0016,D012,3.5,2.5,2.067382733544977,,"Landlord Behavior, Neglecting complaints",0
S0016,D014,2.5,1.9,1.5575294963652702,"Cleanliness, Wi-Fi, Location",Neglecting complaints,0
S0016,D005,3.1,2.7,3.6692432309493808,Wi-Fi,Dishonest,0
S0016,D033,2.2,1.7,1.1227158368953774,Cleanliness,Neglecting complaints,0
S0016,D028,3.8,4.7,3.679928802222274,,,1
S0017,D006,3.1,4.0,4.322079165583178,Wi-Fi,,1
S0017,D036,4.8,5.0,4.188551993003456,,,1
S0017,D012,2.8,3.4,3.8274973521779145,"Location, Amenities, Wi-Fi","Communication difficulties, Neglecting complaints",0
S0018,D003,2.2,1.6,1.3802378681807488,Security,Dishonest,0
S0018,D036,2.9,2.2,1.2094727192601051,Wi-Fi,Neglecting complaints,0
S0018,D019,4.7,4.0,5.0,,,1
S0018,D072,4.7,3.8,5.0,,,1
S0018,D031,4.2,4.0,2.8108287613926612,,,1
S0018,D066,2.4,2.2,1.3015578010709425,Noise,"Dishonest, Neglecting complaints",0
S0019,D057,2.1,1.6,1.313079711912576,"Security, Wi-Fi, Noise",Biased,0
S0019,D023,3.1,2.7,1.862893458181452,"Amenities, Cleanliness",Landlord Behavior,0
S0020,D062,2.8,2.0,3.586841118020879,"Amenities, Cleanliness, Noise",Communication difficulties,0
S0020,D075,2.8,3.4,1.75456052581567,Wi-Fi,"Landlord Behavior, Neglecting complaints",0
S0020,D033,1.9,2.8,1.3683404537703203,"Cleanliness, Security",Neglecting complaints,0
S0020,D019,3.4,3.0,3.827580302795564,"Cleanliness, Location","Neglecting complaints, Communication difficulties",0
S0021,D052,3.8,3.0,2.7162240942012756,,Dishonest,1
S0021,D033,3.1,3.6,2.436917703601365,Noise,,0
S0021,D036,4.7,5.0,5.0,,,1
S0021,D023,4.4,4.5,3.3292216953310882,,,1
S0021,D040,5.0,4.8,4.0439032741021546,,,1
S0021,D031,4.5,4.0,5.0,,,1
S0021,D027,4.0,4.4,3.094225180643113,,,1
S0021,D032,4.2,3.5,3.1627732082640057,,,1
S0022,D046,4.0,3.1,2.9982175273795963,,"Dishonest, Biased",1
S0022,D071,3.4,2.8,3.852859139184332,"Amenities, Location","Communication difficulties, Biased",0
S0022,D070,5.0,5.0,4.254042271615492,,,1
S0022,D044,5.0,4.5,4.139318626740444,,,1
S0022,D002,5.0,4.2,4.013432975948694,,,1
S0022,D051,3.0,3.5,2.414904831306153,"Security, Wi-Fi",,0
S0022,D036,2.6,3.1,3.4733735952947544,Wi-Fi,Landlord Behavior,0
S0022,D023,5.0,5.0,3.603234575373575,,,1
S0023,D023,4.8,3.8,3.819766254338358,,,1
S0023,D021,3.9,4.3,3.075488610429745,,,1
S0023,D016,4.9,4.2,3.689603173010338,,,1
S0023,D040,1.9,2.3,1.0,"Location, Cleanliness, Amenities",Neglecting complaints,0
S0023,D053,3.8,4.5,3.4879610978319473,,,1
S0023,D008,2.2,2.0,1.2021444009542583,"Security, Noise, Wi-Fi",Neglecting complaints,0
S0023,D005,2.8,2.1,1.0305295667246313,"Wi-Fi, Security, Cleanliness","Dishonest, Communication difficulties",0
S0024,D033,2.7,2.5,1.23449287410602,"Cleanliness, Noise",Neglecting complaints,0
S0024,D031,5.0,5.0,3.68292792905072,,,1
S0025,D074,2.9,2.5,1.9420971729550605,Cleanliness,"Dishonest, Communication difficulties",0
S0025,D048,2.6,3.5,2.329112412609934,"Cleanliness, Amenities, Location",,0
S0025,D023,2.7,1.7,1.1313567800755688,"Noise, Security","Landlord Behavior, Neglecting complaints",0
S0026,D011,4.2,3.6,5.0,,,1
S0026,D043,2.3,1.5,1.0,"Wi-Fi, Cleanliness",Biased,0
S0026,D045,2.0,2.0,1.0,Security,"Dishonest, Biased",0
S0026,D023,2.3,1.9,1.320020906339716,"Wi-Fi, Location","Landlord Behavior, Biased",0
S0026,D026,3.0,2.9,1.730507066808063,Noise,"Landlord Behavior, Communication difficulties",0
S0027,D019,4.9,4.3,4.012956251442477,,,1
S0027,D069,1.9,1.7,2.623679236404244,"Noise, Cleanliness, Wi-Fi",Biased,0
S0027,D018,4.3,5.0,5.0,,,1
S0027,D058,3.4,3.4,2.392389621315545,"Security, Wi-Fi","Biased, Neglecting complaints",0
S0027,D032,1.4,2.3,1.0575902675849198,Wi-Fi,Communication difficulties,0
S0027,D048,2.6,3.1,2.1851631752607963,Cleanliness,"Biased, Landlord Behavior",0
S0027,D033,4.2,3.8,2.8893799575583676,,,1
S0028,D024,3.6,3.5,2.8113694467597443,,,1
S0028,D046,3.5,4.0,2.618761778577388,,,1
S0028,D054,3.7,3.3,2.8456372847257976,,Communication difficulties,1
S0028,D007,4.1,3.6,2.9188598981451825,,,1
S0028,D022,2.5,1.9,3.3325894325515857,"Cleanliness, Location, Wi-Fi",Neglecting complaints,0
S0029,D001,3.9,3.4,3.148176463177573,,Biased,1
S0029,D031,3.7,4.7,3.263395721806079,,,1
S0029,D007,3.8,3.7,3.1655853230610256,,,1
S0029,D053,3.1,2.3,2.2366250295272323,"Amenities, Wi-Fi","Neglecting complaints, Communication difficulties",0
S0029,D030,2.4,3.4,4.289960232389945,Noise,"Biased, Landlord Behavior",0
S0029,D032,3.4,3.7,4.322353844974723,"Cleanliness, Noise, Wi-Fi",,1
S0029,D017,3.7,4.6,2.790125554145365,,,1
S0029,D022,4.2,3.7,4.754640654763763,,,1
S0029,D047,3.8,3.2,2.418497277776071,,Landlord Behavior,1
S0029,D052,4.2,3.8,5.0,,,1
S0030,D014,4.2,5.0,3.4043612593921555,,,1
S0030,D040,2.8,2.2,3.5715761885501585,"Noise, Security","Landlord Behavior, Neglecting complaints",0
S0030,D006,4.6,5.0,3.888159085852731,,,1
S0031,D074,5.0,4.7,5.0,,,1
S0031,D048,2.4,2.1,1.0,"Location, Security, Noise",Communication difficulties,0
S0031,D014,1.9,1.7,3.130619407787729,Wi-Fi,Landlord Behavior,0
S0031,D059,2.3,3.1,4.0650269106665124,"Wi-Fi, Security, Amenities",Landlord Behavior,0
S0031,D055,4.8,5.0,4.275702776514455,,,1
S0031,D031,5.0,4.9,3.7691325247963556,,,1
S0031,D051,3.8,3.9,5.0,,,1
S0031,D067,3.8,3.1,2.8187669338343397,,"Neglecting complaints, Communication difficulties",1
S0031,D072,3.2,3.7,3.9664962673667774,"Noise, Security, Amenities",,0
S0032,D046,4.8,5.0,3.6588793507099413,,,1
S0032,D053,2.8,2.6,1.6255268868200883,"Cleanliness, Wi-Fi, Noise",Communication difficulties,0
S0032,D031,4.3,4.4,2.958171223241728,,,1
S0032,D024,2.7,3.1,2.2602276233737104,"Amenities, Security, Cleanliness",Biased,0
S0032,D013,4.9,4.7,3.5047326881401095,,,1
S0032,D007,4.3,4.1,3.4983726799522556,,,1
S0032,D047,3.8,3.2,2.9363440571342956,,Neglecting complaints,1
S0032,D049,3.7,4.1,3.2357342020690067,,,1
S0033,D027,2.4,2.4,1.085425279768618,"Location, Noise, Security, Wi-Fi",Communication difficulties,0
S0033,D029,4.8,4.9,3.6348027793038,,,1
S0033,D038,3.5,2.6,2.0769345752308808,,Communication difficulties,0
S0033,D039,2.5,1.8,1.3411695158764978,"Wi-Fi, Noise",Dishonest,0
S0033,D007,3.7,3.1,2.1227994591868917,,Landlord Behavior,1
S0033,D060,4.9,5.0,4.007554892577365,,,1
S0033,D017,5.0,4.6,3.483400560528423,,,1
S0034,D046,4.2,3.7,4.939134908570218,,,1
S0034,D062,2.4,3.2,3.5769444294249078,"Noise, Cleanliness",Communication difficulties,0
S0034,D055,3.9,4.8,3.3373202143303935,,,1
S0034,D019,3.1,4.0,4.301377874164142,"Security, Location, Cleanliness",,1
S0034,D031,4.4,4.8,3.3523906198237485,,,1
S0034,D071,3.6,3.1,2.3972796099075206,,Biased,0
S0034,D041,2.3,1.8,1.3677873048531828,"Security, Amenities, Wi-Fi","Dishonest, Biased",0
S0034,D044,4.5,5.0,5.0,,,1
S0035,D042,4.4,4.3,5.0,,,1
S0035,D056,5.0,4.4,3.7564471388860112,,,1
S0036,D019,4.7,5.0,5.0,,,1
S0036,D058,2.8,1.8,3.524237995913992,Wi-Fi,"Neglecting complaints, Dishonest",0
S0036,D075,2.7,1.8,1.6831019592916356,Amenities,"Landlord Behavior, Dishonest",0
S0036,D066,3.3,3.9,2.060167876386525,"Cleanliness, Amenities, Location",,1
S0037,D032,1.0,1.0,2.1277080530714176,"Cleanliness, Wi-Fi, Location",Communication difficulties,0
S0037,D038,4.6,4.9,3.865094385342914,,,1
S0038,D073,3.3,2.3,2.2607279273366125,Location,"Landlord Behavior, Dishonest",0
S0039,D008,4.3,4.4,3.005974810729704,,,1
S0039,D033,4.6,3.9,3.1799272440714863,,,1
S0039,D034,4.2,3.5,2.8665389080236783,,,1
S0039,D017,4.5,4.9,5.0,,,1
S0040,D044,4.2,3.2,2.5114027887754693,,Landlord Behavior,1
S0040,D059,4.2,3.4,3.248325120267249,,"Dishonest, Landlord Behavior",1
S0040,D011,3.4,2.4,2.1882779322044517,"Amenities, Wi-Fi","Communication difficulties, Dishonest",0
S0040,D037,2.6,3.0,3.548489139814466,"Security, Cleanliness, Amenities",Landlord Behavior,0
S0040,D023,3.8,4.7,5.0,,,1
S0040,D003,1.8,1.0,2.0335324347357795,"Cleanliness, Noise",Landlord Behavior,0
S0040,D018,3.1,2.5,1.8301103151286835,"Noise, Location, Wi-Fi","Dishonest, Communication difficulties",0
S0041,D068,3.9,3.6,5.0,,,1
S0041,D010,2.6,3.4,1.5232343632382506,"Noise, Security, Cleanliness",Dishonest,0
S0041,D029,4.5,3.8,5.0,,,1
S0041,D053,2.0,1.9,3.321257304672013,"Cleanliness, Security, Wi-Fi","Communication difficulties, Dishonest",0
S0041,D031,4.0,5.0,5.0,,,1
S0041,D063,3.7,3.5,2.253547708265482,,,1
S0041,D017,3.0,2.8,3.527488662331982,"Amenities, Location, Noise",Dishonest,0
S0041,D022,3.7,3.8,2.802712709439633,,,1
S0042,D019,3.0,3.1,1.7027046342204464,Amenities,Neglecting complaints,0
S0042,D056,5.0,5.0,4.350082572651226,,,1
S0042,D050,4.5,5.0,3.970748604767359,,,1
S0042,D032,1.3,1.0,2.4222525683930662,"Cleanliness, Wi-Fi",Communication difficulties,0
S0042,D057,2.5,3.4,4.120036536546074,Cleanliness,"Communication difficulties, Dishonest",0
S0042,D010,4.2,3.5,2.7588523671147027,,,1
S0042,D059,3.0,3.9,2.2060515555329,"Wi-Fi, Security",,0
S0043,D015,2.0,1.3,2.742724443347596,"Security, Wi-Fi, Amenities",Biased,0
S0043,D029,3.9,4.3,3.348200941093047,,,1
S0043,D060,4.2,3.3,2.9543040064960806,,Landlord Behavior,1
S0043,D006,4.4,3.7,3.418402283198574,,,1
S0043,D001,3.5,2.5,1.6915494386663719,,"Dishonest, Neglecting complaints",0
S0044,D049,3.8,4.3,2.9166082052338798,,,1
S0044,D005,4.1,3.7,4.80085141676364,,,1
S0044,D063,3.9,3.6,2.8379941963558672,,,1
S0044,D075,4.3,4.7,3.052716660388185,,,1
S0044,D053,2.2,1.5,2.55335140311608,"Cleanliness, Location, Wi-Fi",Landlord Behavior,0
S0044,D016,3.5,3.3,4.486229832016797,,"Neglecting complaints, Communication difficulties",0
S0044,D011,3.8,3.8,4.805888678884466,,,1
S0045,D016,3.3,4.2,4.811454235434648,"Cleanliness, Location, Wi-Fi",,1
S0045,D024,4.2,5.0,3.9818898161791596,,,1
S0045,D006,4.6,4.4,3.1278760910558487,,,1
S0045,D034,1.6,1.4,1.0,"Location, Security, Cleanliness","Biased, Communication difficulties",0
S0045,D022,2.4,2.2,1.2348668164107908,"Wi-Fi, Cleanliness","Biased, Dishonest",0
S0045,D014,3.8,3.0,2.303349176123108,,"Neglecting complaints, Communication difficulties",1
S0045,D036,3.7,3.3,4.922499381177296,,Landlord Behavior,1
S0045,D007,3.3,2.3,4.107238634313399,"Wi-Fi, Location",Landlord Behavior,0
S0046,D053,2.2,3.2,1.9474609570857386,"Cleanliness, Location, Amenities, Wi-Fi",Landlord Behavior,0
S0046,D013,3.0,3.9,2.3237116398331867,Noise,,0
S0046,D029,4.1,5.0,3.393284953617144,,,1
S0046,D006,3.8,3.4,2.675869328697614,,"Communication difficulties, Dishonest",1
S0047,D025,5.0,4.7,3.6635557643752774,,,1
S0047,D039,3.6,3.6,2.1656329852309852,,,1
S0047,D012,2.8,3.4,4.425568512906777,Location,"Biased, Landlord Behavior",0
S0047,D014,2.4,1.7,3.050839371404132,"Cleanliness, Security",Dishonest,0
S0047,D007,4.3,4.6,3.786761954159245,,,1
S0047,D001,4.9,4.2,3.115158801037665,,,1
S0047,D052,3.7,3.7,2.361101913554066,,,1
S0047,D020,2.4,2.7,3.124662681203267,"Amenities, Wi-Fi","Communication difficulties, Neglecting complaints",0
S0048,D002,5.0,4.9,3.5791581173826277,,,1
S0048,D044,5.0,5.0,3.6301036379378715,,,1
S0048,D048,2.1,1.5,1.0,"Location, Cleanliness, Wi-Fi","Landlord Behavior, Neglecting complaints",0
S0048,D038,4.2,4.9,5.0,,,1
S0048,D058,3.8,4.7,3.3009972961298697,,,1
S0048,D035,5.0,4.2,4.145238361177968,,,1
S0048,D010,4.0,3.6,2.964802758354099,,,1
S0049,D045,2.9,2.5,1.3971465514019887,"Noise, Cleanliness",Dishonest,0
S0049,D053,4.4,4.3,3.8953679769953977,,,1
S0049,D034,2.7,3.7,2.266500828308856,"Security, Wi-Fi",,0
S0049,D068,5.0,5.0,4.101831306409057,,,1
S0049,D032,2.8,2.5,1.6626043970620774,"Amenities, Security, Wi-Fi",Biased,0
S0050,D003,2.2,2.4,1.0,"Noise, Cleanliness","Neglecting complaints, Biased",0
S0050,D051,1.6,2.4,2.746345994365961,"Cleanliness, Location, Security, Wi-Fi",Neglecting complaints,0
S0050,D033,2.1,2.8,1.553046798103772,"Amenities, Wi-Fi","Landlord Behavior, Dishonest",0
S0050,D042,2.3,2.2,1.0624987518902516,Noise,"Biased, Neglecting complaints",0
S0051,D038,4.2,4.7,3.4477820591101933,,,1
S0051,D018,5.0,5.0,4.275395177060018,,,1
S0052,D066,2.0,1.8,1.0,Noise,"Neglecting complaints, Biased",0
S0052,D033,3.4,3.9,2.9591429796202,Noise,,1
S0052,D026,3.5,3.6,2.8236130134937767,,,1
S0052,D059,4.1,3.4,2.8016322272605203,,Communication difficulties,1
S0052,D072,4.8,5.0,3.9810745504954523,,,1
S0052,D041,2.6,1.7,1.0,"Amenities, Security",Landlord Behavior,0
S0052,D070,4.6,3.6,3.337606100883367,,,1
S0052,D019,5.0,4.8,3.819411649721957,,,1
S0052,D023,3.9,3.3,2.56773571208047,,Landlord Behavior,1
S0052,D071,2.7,1.9,2.9130944565883334,"Amenities, Security, Wi-Fi","Dishonest, Landlord Behavior",0
S0053,D072,3.6,3.5,4.76353737201671,,,1
S0053,D055,4.7,4.3,3.8219640331302487,,,1
S0053,D071,3.7,4.6,2.6389296825305446,,,1
S0054,D020,4.2,4.6,3.7513372722468876,,,1
S0054,D060,3.5,3.9,4.614624123727024,,,1
S0054,D075,1.5,1.9,1.114650331921356,"Cleanliness, Location, Wi-Fi",Landlord Behavior,0
S0054,D001,4.4,4.6,5.0,,,1
S0054,D068,3.4,3.7,4.502195010331242,"Security, Noise, Cleanliness",,1
S0054,D024,3.7,3.6,2.6046149826799563,,,1
S0055,D023,2.9,2.5,2.1329235226115726,"Amenities, Noise, Cleanliness","Dishonest, Biased",0
S0055,D063,2.3,2.5,3.6499604703991775,Wi-Fi,Biased,0
S0055,D068,4.2,4.7,3.6900944069044144,,,1
S0055,D053,3.3,2.7,1.7019457105592863,Wi-Fi,Communication difficulties,0
S0056,D031,3.7,4.5,3.294860359517993,,,1
S0056,D011,3.4,4.1,3.0093122793363336,"Amenities, Security, Location",,1
S0056,D014,3.7,3.4,3.063450332151905,,"Neglecting complaints, Communication difficulties",1
S0056,D069,2.2,1.6,1.0279330548900008,"Noise, Wi-Fi",Neglecting complaints,0
S0057,D026,2.6,3.3,1.8351588667373835,"Security, Amenities, Noise",Landlord Behavior,0
S0057,D070,3.1,2.3,3.365708639428352,"Cleanliness, Location, Amenities",Biased,0
S0057,D018,4.0,4.2,2.824472383304989,,,1
S0057,D056,4.2,4.5,3.346711165251972,,,1
S0057,D003,2.2,2.8,3.42439026932758,"Noise, Amenities, Wi-Fi",Biased,0
S0058,D021,3.7,3.1,4.440762746938228,,"Landlord Behavior, Communication difficulties",1
S0058,D059,4.7,5.0,3.8992369391246737,,,1
S0058,D037,1.9,2.5,1.0403596686917822,"Security, Amenities, Cleanliness","Dishonest, Communication difficulties",0
S0058,D009,3.2,3.5,2.6447597540692875,"Amenities, Wi-Fi",,0
S0058,D044,2.9,3.7,2.518071869504729,Cleanliness,,0
S0058,D042,3.7,4.3,2.5382143789864826,,,1
S0058,D011,3.3,3.3,4.746115462133632,"Location, Noise, Security",Neglecting complaints,0
S0058,D026,4.7,4.2,3.626690683720247,,,1
S0059,D075,3.7,4.0,4.570744673143554,,,1
S0059,D044,4.1,4.7,3.1560004567609843,,,1
S0059,D048,4.9,4.2,5.0,,,1
S0059,D036,4.3,5.0,4.074613644339655,,,1
S0059,D021,3.9,4.7,3.54384740263381,,,1
S0059,D037,4.8,4.7,5.0,,,1
S0059,D058,3.0,3.6,2.041076058089849,"Cleanliness, Location, Amenities",,0
S0059,D067,4.1,4.4,3.6729040074965167,,,1
S0060,D014,4.3,3.6,3.2780278380670507,,,1
S0060,D074,3.6,2.8,2.5689252034119283,,Biased,0
S0061,D020,2.7,2.9,3.9718927435987283,Location,Neglecting complaints,0
S0061,D054,1.9,2.4,2.619710537754364,Amenities,"Dishonest, Neglecting complaints",0
S0062,D034,4.2,3.8,3.395891418015426,,,1
S0062,D031,4.4,3.9,5.0,,,1
S0062,D010,3.5,4.1,3.0214553379456666,,,1
S0062,D019,4.3,4.6,3.2472538921481258,,,1
S0062,D043,3.8,4.7,3.4618172189532737,,,1
S0062,D070,4.1,4.4,3.600558607240655,,,1
S0062,D065,4.7,3.9,3.6568278090005464,,,1
S0062,D011,3.4,3.6,4.722266931855659,Wi-Fi,,1
S0062,D018,4.0,4.8,5.0,,,1
S0062,D041,3.6,3.6,2.2697801354330087,,,1
S0062,D002,3.9,4.6,3.3028164703815452,,,1
S0063,D004,2.6,3.2,1.6319148634293537,"Cleanliness, Amenities",Dishonest,0
S0063,D025,4.2,4.0,3.3950157045841785,,,1
S0063,D063,2.8,3.6,3.8931477302610134,Wi-Fi,,0
S0063,D020,3.8,4.6,5.0,,,1
S0063,D054,4.6,4.9,5.0,,,1
S0064,D025,3.4,3.1,2.714491469145532,"Amenities, Location",Dishonest,0
S0065,D063,5.0,5.0,5.0,,,1
S0065,D027,1.7,1.0,1.0,"Location, Wi-Fi",Dishonest,0
S0065,D047,3.6,2.8,2.6185645649102023,,Landlord Behavior,0
S0065,D033,4.0,3.4,2.7169584390303076,,Communication difficulties,1
S0066,D036,3.8,4.7,3.2785754494075023,,,1
S0066,D034,1.8,1.9,1.0,"Amenities, Security","Neglecting complaints, Biased",0
S0066,D001,5.0,4.5,3.482556438261559,,,1
S0066,D028,1.9,2.6,3.041817351697876,"Noise, Amenities, Cleanliness","Dishonest, Neglecting complaints",0
S0067,D068,3.0,3.8,2.5405765665687072,"Location, Noise",,0
S0067,D024,4.0,4.2,4.979692408167266,,,1
S0067,D033,4.2,4.1,3.1097050574851925,,,1
S0067,D046,3.1,2.8,3.7680636408228763,"Cleanliness, Amenities, Wi-Fi",Neglecting complaints,0
S0067,D052,4.0,3.8,2.775851092150866,,,1
S0067,D075,3.5,4.3,2.8905883478087593,,,1
S0067,D047,3.5,3.6,2.4479528191480195,,,1
S0067,D034,3.7,2.9,2.4638734708646832,,"Biased, Dishonest",0
S0067,D053,2.1,1.2,1.0,"Noise, Security, Wi-Fi","Landlord Behavior, Neglecting complaints",0
S0067,D028,2.8,1.8,3.8484533069621567,"Wi-Fi, Amenities","Dishonest, Landlord Behavior",0
S0068,D073,4.8,4.2,5.0,,,1
S0068,D065,4.3,4.4,3.6598868242335474,,,1
S0068,D002,4.8,5.0,5.0,,,1
S0068,D043,4.1,4.4,3.2125688017504865,,,1
S0068,D026,5.0,5.0,5.0,,,1
S0069,D014,2.4,2.0,3.4998552559473155,"Wi-Fi, Security",Biased,0
S0069,D037,2.9,3.9,2.3747864955307665,"Cleanliness, Security",,0
S0069,D072,2.5,2.7,3.1224693083201176,"Amenities, Wi-Fi, Cleanliness","Landlord Behavior, Neglecting complaints",0
S0069,D058,4.3,3.9,4.868677359384946,,,1
S0069,D066,3.0,2.8,1.8583657853391329,"Location, Cleanliness, Noise",Landlord Behavior,0
S0069,D056,4.5,5.0,5.0,,,1
S0070,D023,3.2,2.7,2.2421123145667976,"Amenities, Cleanliness","Biased, Landlord Behavior",0
S0070,D040,2.3,2.7,1.8606439259271759,"Amenities, Cleanliness","Neglecting complaints, Landlord Behavior",0
S0070,D011,3.3,2.4,4.234930236799299,Wi-Fi,Communication difficulties,0
S0070,D049,4.6,5.0,3.315597819296448,,,1
S0071,D025,4.5,3.9,3.274309817697314,,,1
S0071,D060,5.0,4.7,4.228320714151697,,,1
S0071,D020,3.3,4.3,2.9276926734806312,"Cleanliness, Noise, Security",,1
